age,income,gender,time_spent,preferred_platform,interests,demographics,posts_per_week,exercise_hours
27,46028,female,2.0,TikTok,Music,Urban,2,7.5
50,90379,male,2.5,Instagram,Fashion,Rural,9,5.0
20,15913,male,1.5,Twitter,Sports,Rural,14,2.5
17,17011,male,4.5,Snapchat,Fashion,Urban,6,5.5
60,84014,male,2.0,Instagram,Technology,Urban,6,1.0
38,51738,female,2.5,Facebook,Art,Rural,0,5.5
30,58797,male,0.5,Snapchat,Travel,Urban,7,0.0
18,29730,male,1.0,Instagram,Fashion,Urban,14,4.0
49,61120,female,4.5,TikTok,Technology,Urban,3,9.5
60,48767,male,1.0,TikTok,Art,Suburban,4,10.5
25,52852,male,2.5,Instagram,Art,Urban,13,2.5
40,53703,male,4.0,Instagram,Food,Suburban,5,5.0
17,15929,male,1.5,Instagram,Sports,Suburban,2,1.0
25,41951,female,3.0,Instagram,Food,Suburban,4,1.5
29,50083,male,2.0,Snapchat,Music,Rural,9,4.5
62,66039,male,3.5,Snapchat,Technology,Urban,4,9.0
52,98613,male,5.0,Instagram,Food,Suburban,0,2.5
57,69504,male,1.5,Facebook,Food,Urban,2,0.0
44,57438,male,3.0,Instagram,Art,Urban,2,3.5
41,45744,female,5.0,Instagram,Technology,Urban,0,3.5
63,58284,female,4.5,Snapchat,Art,Urban,12,2.5
15,24649,female,5.0,Facebook,Travel,Urban,6,8.0
52,89748,male,0.5,Snapchat,Fashion,Urban,0,9.0
46,57069,female,1.5,Twitter,Music,Urban,6,0.0
52,92359,female,1.0,Snapchat,Music,Suburban,3,7.0
39,59799,male,4.0,Instagram,Sports,Urban,8,6.0
25,30442,female,3.5,Twitter,Art,Suburban,6,10.0
57,68226,male,1.0,Twitter,Fashion,Urban,4,1.0
45,54652,male,3.0,Snapchat,Sports,Urban,6,0.5
18,22939,female,1.5,Instagram,Music,Urban,8,1.0
36,47597,male,4.0,Instagram,Fashion,Urban,9,4.0
31,44325,female,5.0,Twitter,Food,Suburban,5,7.5
28,34458,male,1.5,Facebook,Travel,Urban,0,6.0
52,56591,female,5.0,Instagram,Food,Rural,5,9.0
40,65833,female,4.5,TikTok,Travel,Rural,0,8.5
45,61826,female,0.5,Facebook,Art,Urban,12,10.0
60,66417,male,2.5,Instagram,Technology,Suburban,11,5.5
53,68693,male,1.5,Instagram,Sports,Urban,3,5.5
25,44138,male,3.0,Twitter,Sports,Suburban,13,0.0
55,42169,male,5.0,Facebook,Technology,Suburban,7,9.5
57,58556,male,1.0,Twitter,Fashion,Urban,4,3.5
37,62052,female,4.5,Facebook,Technology,Urban,14,8.0
65,36313,female,3.0,Facebook,Art,Urban,4,10.0
54,58315,non-binary,3.5,Snapchat,Music,Urban,12,9.5
48,58036,male,2.5,Instagram,Technology,Suburban,9,10.5
39,71778,male,4.5,TikTok,Travel,Urban,10,3.0
50,77734,male,0.5,Facebook,Music,Urban,7,4.0
19,21789,female,2.5,Instagram,Technology,Urban,7,8.0
17,29019,female,5.0,Facebook,Sports,Suburban,0,4.5
55,40785,female,3.0,Instagram,Food,Urban,12,1.5
57,46139,female,3.5,TikTok,Travel,Suburban,12,10.5
63,46344,female,2.0,TikTok,Art,Suburban,4,3.0
43,58800,male,0.5,Facebook,Travel,Suburban,11,3.0
35,65372,male,4.0,Twitter,Fashion,Suburban,4,3.5
54,70538,female,5.0,Twitter,Food,Urban,7,3.5
22,29766,male,2.0,Facebook,Travel,Urban,0,7.5
44,54973,male,1.5,Facebook,Technology,Suburban,6,5.5
55,45619,female,3.5,TikTok,Travel,Rural,6,7.0
65,64704,non-binary,1.0,TikTok,Travel,Suburban,12,3.5
42,76575,female,4.0,TikTok,Travel,Urban,8,10.5
51,89919,female,3.0,Snapchat,Fashion,Urban,1,4.0
43,67716,female,3.5,Twitter,Travel,Rural,14,1.0
30,33236,male,2.5,Instagram,Travel,Urban,2,10.5
48,65848,male,4.5,Facebook,Fashion,Urban,3,10.0
14,17352,female,2.5,Facebook,Music,Urban,0,7.5
26,31932,female,2.5,Twitter,Food,Rural,14,7.0
25,40913,male,1.5,Snapchat,Art,Urban,6,1.5
41,48556,female,0.5,Snapchat,Music,Urban,13,9.5
24,19916,male,1.0,TikTok,Sports,Suburban,9,7.5
51,55498,male,4.0,TikTok,Fashion,Urban,2,4.5
14,25582,female,0.5,TikTok,Fashion,Rural,2,5.0
44,49569,male,3.5,Facebook,Travel,Suburban,2,2.0
25,47823,male,2.5,Snapchat,Travel,Urban,7,5.0
58,44857,male,1.5,Twitter,Art,Rural,8,6.0
39,40340,female,3.5,Instagram,Sports,Rural,9,7.0
61,83949,male,4.5,TikTok,Travel,Urban,12,2.5
53,66766,female,1.0,TikTok,Technology,Urban,13,7.5
29,59675,female,4.0,Facebook,Travel,Rural,1,7.0
52,76132,male,4.5,Facebook,Travel,Urban,9,5.0
43,48491,non-binary,1.5,Twitter,Technology,Rural,14,9.5
46,50138,male,1.0,Twitter,Sports,Rural,9,0.5
36,40358,non-binary,3.5,TikTok,Technology,Urban,0,0.5
57,49714,female,2.5,Facebook,Fashion,Rural,13,5.5
47,69840,non-binary,2.5,Facebook,Technology,Urban,8,7.5
60,74395,male,5.0,Instagram,Food,Suburban,5,9.0
18,29270,female,2.5,Facebook,Fashion,Urban,13,0.5
31,55879,male,2.0,Facebook,Travel,Rural,14,8.0
42,55996,male,2.5,TikTok,Art,Suburban,8,6.5
19,21626,female,2.0,Instagram,Fashion,Suburban,5,7.5
22,20004,male,3.0,Instagram,Sports,Rural,1,2.0
53,76762,female,2.0,Facebook,Sports,Suburban,0,4.5
44,53283,male,1.0,Instagram,Technology,Urban,13,8.0
46,89420,male,4.5,Snapchat,Fashion,Rural,7,6.0
40,59554,female,1.0,Twitter,Travel,Suburban,2,7.5
27,50219,male,4.5,Snapchat,Sports,Rural,0,4.0
42,74919,female,5.0,Instagram,Music,Rural,14,1.5
49,59429,female,3.0,Instagram,Travel,Urban,7,7.5
41,79673,female,4.5,Instagram,Music,Urban,11,5.0
34,49218,male,4.5,Instagram,Food,Urban,0,3.0
16,27452,female,1.5,Snapchat,Music,Suburban,7,8.0
32,55574,non-binary,0.5,Instagram,Sports,Urban,0,10.5
44,58951,female,0.5,Twitter,Technology,Suburban,8,6.0
48,51307,female,1.5,Facebook,Food,Urban,13,1.5
62,54852,female,2.5,Twitter,Fashion,Urban,8,6.5
16,23848,female,1.5,TikTok,Travel,Urban,11,4.5
39,75428,female,4.5,Twitter,Sports,Urban,12,4.5
29,40403,male,4.5,Twitter,Food,Suburban,8,4.5
24,25101,male,1.5,TikTok,Food,Urban,2,5.5
34,50114,female,1.5,Twitter,Sports,Urban,3,0.5
29,40238,male,2.5,Instagram,Fashion,Urban,4,4.0
22,21207,female,1.0,Instagram,Fashion,Suburban,5,2.0
13,18162,male,3.0,Snapchat,Technology,Rural,8,3.5
34,31140,female,3.5,Snapchat,Art,Urban,12,10.0
38,64842,male,4.5,Instagram,Music,Suburban,10,6.5
30,56421,male,3.0,Instagram,Fashion,Urban,11,3.0
62,41708,female,1.5,TikTok,Technology,Urban,3,3.0
26,33630,female,2.5,Facebook,Music,Suburban,13,4.0
59,59595,female,2.0,Instagram,Food,Urban,13,1.0
41,50485,male,2.5,Facebook,Sports,Suburban,5,6.5
24,26924,female,4.0,Snapchat,Fashion,Urban,12,8.0
48,94789,female,4.0,Facebook,Technology,Rural,0,8.5
47,76086,female,3.0,Twitter,Food,Urban,1,5.5
64,56859,male,0.5,Facebook,Fashion,Suburban,7,10.5
24,22684,female,4.0,Twitter,Travel,Rural,3,6.5
19,24168,female,4.0,Snapchat,Art,Urban,9,6.0
41,41207,non-binary,1.0,Instagram,Food,Urban,6,6.5
23,28331,male,2.0,Twitter,Fashion,Urban,3,4.0
45,51960,female,1.0,Instagram,Food,Suburban,13,9.0
18,15557,female,2.0,Instagram,Sports,Urban,8,0.5
59,69689,male,5.0,Snapchat,Sports,Urban,8,5.0
27,45883,male,3.5,Instagram,Art,Suburban,3,8.0
44,53893,male,4.5,Snapchat,Sports,Urban,12,0.5
63,72272,male,4.0,Facebook,Music,Suburban,14,9.0
23,15882,male,4.5,Facebook,Travel,Urban,7,3.0
35,77529,female,4.0,Instagram,Sports,Urban,5,8.5
38,78635,female,1.0,Twitter,Travel,Suburban,0,6.0
46,79535,female,3.5,Instagram,Sports,Suburban,14,2.0
58,52869,female,1.0,Snapchat,Music,Urban,6,8.5
46,57166,male,1.0,Facebook,Food,Urban,0,7.5
41,52982,male,2.0,Facebook,Fashion,Urban,2,7.0
16,22929,female,0.5,Snapchat,Fashion,Urban,7,3.5
29,35347,male,2.5,Snapchat,Sports,Urban,14,7.0
47,57269,male,3.0,Facebook,Fashion,Urban,8,0.0
25,56186,male,4.5,Twitter,Sports,Suburban,2,8.0
53,78064,male,5.0,Instagram,Sports,Suburban,0,7.0
51,63527,female,4.0,Snapchat,Art,Urban,0,6.5
27,32454,male,1.0,TikTok,Technology,Urban,6,6.5
41,60878,male,0.5,TikTok,Technology,Urban,4,4.5
41,52991,male,1.0,Snapchat,Art,Suburban,12,0.5
23,17808,female,3.5,Instagram,Technology,Rural,13,2.5
64,79410,male,2.0,Snapchat,Travel,Suburban,0,8.0
44,76593,female,5.0,Twitter,Technology,Suburban,5,2.0
14,18536,male,2.5,Facebook,Sports,Rural,13,2.0
59,70386,male,3.5,Instagram,Music,Urban,5,7.0
26,52452,female,1.5,TikTok,Music,Urban,13,7.0
32,45309,male,5.0,TikTok,Food,Suburban,3,9.5
34,33802,male,1.0,Facebook,Technology,Urban,6,5.0
23,27369,male,3.5,Snapchat,Music,Suburban,6,2.0
39,61083,female,2.5,Snapchat,Technology,Suburban,11,0.0
15,16970,male,0.5,Instagram,Food,Suburban,8,5.0
